Hex;Name;FileName
723320A5;The Hinix;y806000
17549C1D;El Dorago;y807000
4144FF45;Fitwit;y808000
0BBF174B;Originyan;y900000
F0F3860F;Screwball;y505600
2D2BECFD;CharBQ;y508600
4CFF2D50;Fakin' Chukket;y523600
F5C7FACD;Cornterfeit;y524600
771E44C7;Feigndeer;y531600
02A5D8CD;No Bah Gah!;y540600
B28CB8F0;Fakin' Steaking;y550600
5006C680;Coppiccino;y565600
03482808;Crazy Mondae;y580600
0A599FA8;Intrudapyon;y597600
82DE79AC;Ill Kappa;y603600
0007C7A6;Trubbles;y616600
BC0B6CF9;Putacrockinit;y630600
EB9C0E76;NOMGator;y634600
C9B0F0F3;Slydwinder;y641600
1282D372;Gargaros;x001000
FC2D6660;Ogralus;x002000
994ADAD8;Orcanos;x003000
D87BC1C1;Orcanos;x003010
1B28ECEA;Orcalyte;x003020
A2ABB34F;Zomgralos;x011000
72D11308;Plundros;x021000
0778EF84;Sproink;x111000
4649F49D;Hoggles;x111010
D7024FC3;SV Snaggerjag;x121000
17A4CF36;Dr. Maddiman;x161000
F90B7A24;Unamed;x162000
A78DAF0B;McKraken;x171000
761AFF89;McKraken;x181000
19231B3F;Duwheel;x201000
58120026;Duolyte;x201010
A90A7B02;Chirpster;x211000
E83B601B;Chirpolyte;x211010
47A5CE10;Big Box;x212000
0694D509;Big Box;x212010
22C272A8;Li'l Box;x213000
63F369B1;Li'l Box;x213010
7970DB45;Meganyan;x221000
E71BECCF;Dame Deartime;x311500
6C8AE7B3;Hans Full;x331000
2DBBFCAA;Hans Galore;x331010
3D67DC18;Eyephoon;x341010
D3C8690A;Eyephoon;x342010
BF05EA2A;Torneyedo;x341030
51AA5F38;Torneyedo;x342030
64938293;Hardy Hound;x421000
D4BAE2AE;Rubeus J;x431000
C466C21C;Hinozall;x441000
2AC9770E;Employee;x442000
4FAECBB6;Elite Employee;x443000
F6961C2B;Unamed;x444000
141C625B;Mass Mutterer;x471000
FAB3D749;Sam;x472000
9FD46BF1;Unamed;x473000
0F618AA4;Junkernaut;x601000
BF48EA99;Supermanager;x611000
51E75F8B;Zombie;x612000
3480E333;Meat;x613000
8DB834AE;Hungry Lady;x614000
6F324ADE;Hoaxy-Coaxy;x621000
819DFFCC;Unamed;x622000
DF1B2AE3;The Executor;x631000
31B49FF1;Agent X;x632000
54D32349;Agent X;x633000
CFC70A51;Yo-kaiju;x641000
2168BF43;Blazikong T;x642000
440F03FB;Unamed;x643000
FD37D466;Unamed;x644000
985068DE;Unamed;x645000
D96173C7;Unamed;x645010
1A325EEC;Unamed;x645020
7FEE6A6C;Yopple-Bot;x651000
4884A86D;Yopple-Bot;x651100
3EDF7175;No-Bot;x651010
9141DF7E;G Byte Shark;x652000
D070C467;Byte Shark Air;x652010
1323E94C;Ms. Byte Shark;x652020
F42663C6;Yopple-Bot;x653000
B51778DF;No-Bot;x653010
4D1EB45B;Unamed;x654000
AF94CA2B;Beddy-Byes;x661000
413B7F39;Unamed;x662000
245CC381;Unamed;x663000
1FBDAA16;Slackerjack;x671000
5E8CB10F;Slackolyte;x671010
CE2AFA94;Rongo Swirll;x681000
20854F86;Backing Band;x682000
7E039AA9;Ghoulfather;x691000
90AC2FBB;Ghoulfamily;x692000
F5CB9303;Ghoulfamily;x693000
4CF3449E;Ghoulfamily;x694000
AAB2D66F;Don Spiracy;x701000
1A9BB652;Zenlightener;x711000
4D0CD4DD;Zen. Disciple;x715000
CAE11615;Hollow Guard;x721000
7AC87628;Skulk;x731000
9467C33A;Skulk;x732000
C58B32D9;Tattleterror;x481000
6A14569A;Yellskitchen;x741000
84BBE388;Yellskitchen;x742000
E1DC5F30;Yellskitchen;x743000
2B254D83;Soulcleaver;x741010
C58AF891;Soulcleaver;x742010
A0ED4429;Soulcleaver;x743010
DA3D36A7;The Goldfather;x751000
0A4796E0;Whaleman;x761000
BA6EF6DD;Narwail;x771000
6BF9A65F;Maiden Ruin;x781000
DBD0C662;IcarOS;x791000
7F00809E;The Woebra;x801000
75A252E4;Robonyan 28;x491000
349349FD;Robonyan 3000;x491010
8557D905;Hinozall Awk.;x441010
D19CFEEA;Cpt. Thunder;x551000
01E65EAD;Cpt. Thunder;x561000
D0710E2F;Shogun King;x591000
91401536;Lastest Nyan.;x591010
3EDEBB3D;Warrior's Soul;x592000
7FEFA024;Last S Star;x592010
CF29E0A3;Holey Moley;x811000
218655B1;Exhumoler;x812000
631B58E3;Unamed;y060000
54719AE2;Unamed;y060100
0DCFDCE0;Unamed;y060200
3AA51EE1;Unamed;y060300
BFB351E4;Unamed;y060400
1FB17349;Unamed;y006000
FE3E2ACF;Manhole Cover;2?603000
A8B3FA46;Unamed;2?041000
B6558466;Yo-kai Cleaner;y071000
58FA3174;Komasan;y072000
65B63AEF;DON-CHAN;y279100
237BF3EC;Baffle Board;2?043000
0565C305;Chibi Squad;y997990
5375A05D;Special Guest;y998990
47ACF99D;Cpt. Thunder;x551000
7AD6CFF1;Unamed;y007000
36121CE5;Unamed;y999990
