SkillConfigID;Name
6379202B;Dimensional Drive
F549275C;Don Spiracy Reality!
6454984C;Don Spiracy Reality!
C7E4AF4F;Zenlightened Slap
51D4A8B8;Zenlightened Slash
E6F52301;Zenlightened Rain
84FED728;Zenlightened Rain
3EAFDE71;Zenlightened Rain
A89FD906;Zenlightened Rain
70C52488;Green...Green...Red!
B3941529;Green...Green...Red!
D741A78C;Green...Green...Red!
09C51C70;Green...Green...Red!
CA942D11;Zenlightened Lava
5CA42A66;Snowman Zah!
F9197F4F;Outstare
36308B4D;Daruma Supernova
C657F577;Iron Swing
5067F2;Horned Stomp
EA36FB99;ZenDARKenment!
7C06FC2E;Iron Tornado
DF939870;Iron Tornado
E7467947;Horned Bomb
71767E30;Horned Bomb
CB2777A9;Horned Bomb
5D17705E;Horned Bomb
F8AA2577;War Paint
6E9A22;Unnamed
D4CB2B99;Unnamed
3783D115;Orcalyte's Beat
856D19BB;Face Slam
135D1E4C;Bite
A47C958B;Kindled Counter
324C9204;Searing Shuffle
881D9B65;Kindled Counter
1E2D9C12;Searing Shuffle
BB90C9BB;Dragon Breath
2DA0CE4C;Dragon Breath
74B93D39;Infernal Eruption
35447986;What nonsense!
1455F5B6;Zenlightened Wind
8265F241;Which Will It Be?
3834FB58;Which Will It Be?
AE04FC2F;Which Will It Be?
0D9198B1;Which Will It Be?
9BA19F46;Which Will It Be?
0BB9A986;Chirpolyte Lovin'
C4905D04;Fanfare
DBEBCC94;Bite!
4DDBCB23;Lucky!
F78AC27A;Utter Disaster
61BAC50D;Lucky!
E5161C94;Sloppy Lick
73261B23;Utter Disaster
C977127A;Utter Disaster
BE8C702C;Bite!
9F9DFC1C;Lickety-Lick
09ADFB6B;Lucky!
B3FCF212;Utter Disaster
25CCF585;Lucky!
8659911B;Utter Disaster
627AF3B7;Punch Left
F44AF440;Punch Right
436B7F87;Torneyedo Typhoon
D55B7810;Cyclonic Chaos
6F0A7169;Whimsical Whirlwind
F93A761E;Whimsical Warp
5AAF1280;Whimsical Warp
CC9F1517;Whimsical Warp
5C8723B7;Patronizing Pacifier
CAB72440;Patronizing Pacifier
93AED735;Pearly Night
0DC3825C;Unnamed
AFAE0A95;Iron Swing
399E0D22;Sovereign Stamp
83CF047B;Sovereign Swing
15FF030C;Oni Cannon
B66A6792;Oni Cannon
205A6025;Oni Cannon
9A0B697C;Oni Cannon
0C3B6E0B;Oni Cannon
9D26D19B;Oni Cannon
0B16D62C;Oni Cannon
EE9F118C;Oni Cannon
78AF160B;Oni Cannon
C2FE1F62;Oni Cannon
8EBF86A5;Roiling Seas
188F8152;Summon Oni
A2DE884B;Summon Oni
34EE8F3C;Summon Oni
977BEBA2;Summon Oni
014BEC55;Summon Oni
BB1AE54C;Plundros Payload
2D2AE23B;Plundros Payload
BC375DAB;Plundros Payload
9153DA95;King's Compass
0763DD22;King's Compass
BD32D47B;King's Compass
2B02D30C;King's Compass
5E7A2E17;Kingsrod
D7388F7D;Whale Whip
4108880A;Whale Whorl
F629034D;Maelstrom Beam
26ECAB;Baleen Bash
E9C55F7D;Finback Furor
7FF5580A;Baited Bubbles
C5A45193;Baited Bubbles
53945624;Baited Bubbles
F001327A;Baited Bubbles
6631350D;Baited Bubbles
DC603C94;Baited Bubbles
6711EF40;Bite
46006370;Deafening Roar
96C5CB42;Foobar Wail
5828C098;Awakened Hand
CE18C72F;Keyboard Crash
79394CA8;Hinozall Souled Up
EF094B5F;Gratitude Beam
66D51098;Mystic Barrier
A9FCE41A;Power Blink
55584246;Summon Yo-kai
C3684531;Emergency Meeting
4C7BE45F;Employee Beam
0F6F9F48;Underling Gun Drop
B4AE6708;Subordinate Slice
A8DD4B79;Powerpaw
3EED4C0E;Rattling Gatlings
84BC4597;Taildriver
128C4220;Belly Blasters
B119267E;Belly Blasters
27292109;Belly Blasters
89CCC749;Destructabeam
1FFCC03E;Destructabeam
A5ADC9A7;Destructabeam
339DCE50;Destructabeam
9008AA4E;Souped-up
0638AD39;Souped-up
BC69A4A0;Souped-up
2A59A357;Souped-up
59096F0B;Superturbocharge!
E4E2A983;Second Helpings
491F3D64;Harmful Hoax
BD00C4A0;Hoaxy-Coaxy...
4D815E0E;Entrancing Express
5EB7894E;Entrancing Express
BA67DBBA;Daydream Dragon
EC331D5C;Daydream Dragon
5C1A7D21;Daydream Dragon
A15355AA;Hoaxy Roast
7129F52D;Hoaxy Roast
C1009550;Hoaxy Roast
D1DCB562;Hoaxy Roast
432B8E22;HarMEOWny's Hoax
F6FC0966;HarMEOWny's Hoax
46D5695B;HarMEOWny's Hoax
79473A75;Fool's Paradise
450B2C4D;Earsplitting Elegy
BC477955;Canticle of Chaos
F5224C10;Ruinous Rondo
2558ECB7;Maddening Mambo
95718C8A;Puppeteer's Polka
85ADAC38;Returners Requiem
3584CC05;Dodging Ditty
3602AD3F;Give In
88E20E8C;Surgical Swipe
7F048B38;Soul Absorb
CF2DEB05;Blood Refill
8648DEA0;A Change of Heart
3661BE9D;Maddiman Meddling
0C0D0A4A;Get Well DOOM!
34C55F57;Firing Beam
84EC3F6A;Rampage Beam OK!
54969F2D;Launching Missile
E4BFFF10;Launching Missile
F463DFA2;Launching Missile
444ABF9F;Destruction Disk
C323DA23;BLAZING BLAST
3A6F8F7B;Toxic Transmission
B02A5B11;WildfAIre
730ABA5E;GUIDANCE MODE
F1F9D26E;Scratch!
41D0B253;Slumbering Scratch!
91AA1214;Mother's Rage
21837229;Peculiar Position
315F529B;Floor Smash!
061F575A;Shivery Sigh
B6363727;Languid Lament
664C97A0;A Force Blaster!
F35A2C5D;A Force Blaster!
D665F79D;Delightful Dreams
A6EA1755;Delightful Dreams
777D4757;A Force Blaster!
FF530242;Soporific Slander
4F7A627F;Str. Talisman
9F00C238;Def. Talisman
2F29A205;Speed Talisman
3FF582B7;Unnamed
8FDCE28A;Unnamed
5FA6424D;Spirit Talisman
7516D628;Sleep Uneasy
C53FB615;Sleep Uneasy
C6B9D72F;Alarm Bell
7690B712;Lullaby
16C37768;Unnamed
C754272A;Unnamed
632210A6;Stick Boomerang
94C49512;8 Beat Thunder!
24EDF52F;16 Beat Thunder!
F4975568;Swirling Storm
44BE3555;Thunder Ball
E44B755A;Unnamed
6D88C08A;Snare Heart
E7CD1420;Storm Thunderbeat
BEBC4524;X Smash
0E952519;EX-pectation of Pain
495AC090;EX-cruciator
F973A0AD;EX-ceptional Hate!
2909002A;EX-pect this to hurt!
B0169508;Eye of the EXecutor
606C354F;Eye of the EXecutor
003FF535;EXceptional Eye
D0455572;EXceptional Eye
3A534162;EXplosive Excisions
6FD02053;Unnamed
D581294A;Confusing Attack
43B12EBD;Unnamed
E0244A23;Unnamed
76144D54;Unnamed
766A3C16;Life Orb
CC3B358F;Spirit Orb
A1C45488;Unnamed
1B955D11;Unnamed
8DA55A66;Unnamed
2E303E08;Unnamed
B800398F;Unnamed
02513016;Unnamed
94613761;Unnamed
057C8811;Unnamed
934C8F86;Unnamed
76C54826;Unnamed
E0F54F91;Unnamed
5AA44608;Unnamed
CC94417F;Unnamed
6F012521;Unnamed
F9312296;Unnamed
43602B0F;Unnamed
D5502C78;Unnamed
444D9328;Unnamed
D27D949F;Unnamed
B596654D;Unnamed
23A662BA;Unnamed
1C422914;Unnamed
A613208D;Unnamed
3023270A;Unnamed
45FC6F16;Unnamed
7AC0856B;Unnamed
C0918C12;Unnamed
56A18B85;Unnamed
F534EF1B;Unnamed
4DAA476A;Unnamed
F7FB4E13;Unnamed
61CB4984;Unnamed
C25E2D1A;Unnamed
546E2A6D;Unnamed
EE3F2314;Unnamed
780F2483;Unnamed
14140168;Unnamed
AE450811;Unnamed
38750F86;Unnamed
9BE06B18;Unnamed
0DD06C6F;Unnamed
B7816516;Unnamed
21B16281;Unnamed
237EC369;Unnamed
992FCA10;Unnamed
0F1FCD87;Unnamed
AC8AA919;Unnamed
A6688C6C;Unnamed
1C398515;Unnamed
8A098282;Unnamed
299CE61C;Unnamed
BFACE16B;Unnamed
05FDE812;Unnamed
91024E6D;Unnamed
2B534714;Unnamed
BD634083;Unnamed
1EF6241D;Unnamed
88C6236A;Unnamed
32972A13;Unnamed
A4A72D84;Unnamed
FFD6CA6E;Unnamed
4587C317;Unnamed
D3B7C480;Unnamed
7022A01E;Unnamed
C2919665;Unnamed
78C09F04;Unnamed
EEF0988B;Unnamed
4D65FC15;Unnamed
DB55FB62;Unnamed
6104F20B;Unnamed
F734F58C;Unnamed
66294A1C;Unnamed
F0194D6B;Unnamed
F5FB5464;Unnamed
4FAA5D05;Unnamed
D99A5A8A;Unnamed
7A0F3E14;Unnamed
28CDFB52;Unnamed
929CF24B;Unnamed
04ACF53C;Unnamed
A73991A2;Unnamed
31099655;Unnamed
8B589F4C;Unnamed
1D68983B;Unnamed
7173BD50;Unnamed
CB22B449;Unnamed
5D12B33E;Unnamed
FE87D7A0;Unnamed
68B7D057;Unnamed
D2E6D94E;Unnamed
44D6DE39;Unnamed
46197F51;Unnamed
FC487648;Unnamed
6A78713F;Unnamed
C9ED15A1;Unnamed
5FDD1256;Unnamed
E58C1B4F;Unnamed
73BC1C38;Unnamed
C30F3054;Unnamed
795E394D;Unnamed
EF6E3E3A;Unnamed
4CFB5AA4;Unnamed
F465F255;Unnamed
4E34FB4C;Unnamed
D804FC3B;Unnamed
7B9198A5;Unnamed
EDA19F52;Unnamed
57F0964B;Unnamed
C1C0913C;Unnamed
50DD2EAC;Unnamed
C6ED295B;Unnamed
2364EEBB;Unnamed
B554E94C;Unnamed
ADDBB457;Unnamed
178ABD4E;Unnamed
81BABA39;Unnamed
222FDEA7;Unnamed
9AB17656;Unnamed
20E07F4F;Unnamed
B6D07838;Unnamed
15451CA6;Unnamed
A7F62A5D;Unnamed
1DA72344;Unnamed
8B972433;Unnamed
280240AD;Unnamed
BE32475A;Unnamed
04634E43;Unnamed
909CE85C;Unnamed
2ACDE145;Unnamed
BCFDE632;Unnamed
F1088C41;Unnamed
4B598558;Unnamed
DD69822F;Unnamed
7EFCE6B1;Unnamed
C6624E40;Unnamed
7C334759;Unnamed
EA03402E;Unnamed
499624B0;Unnamed
9FDC0842;Unnamed
258D015B;Unnamed
B3BD062C;Unnamed
102862B2;Unnamed
86186545;Unnamed
A8B6CA43;Unnamed
12E7C35A;Unnamed
84D7C42D;Unnamed
2742A0B3;Unnamed
2DA08546;Unnamed
97F18C5F;Unnamed
01C18B28;Unnamed
A254EFB6;Unnamed
3464E841;Unnamed
1ACA4747;Unnamed
A09B4E5E;Unnamed
36AB4929;Unnamed
953E2DB7;Unnamed
030E2A40;Unnamed
B95F2359;Unnamed
2F6F242E;Unnamed
BE729BBE;Unnamed
43740145;Unnamed
741EC344;Unnamed
CE4FCA5D;Unnamed
587FCD2A;Unnamed
49599F4F;Unnamed
F3089656;Unnamed
65389121;Unnamed
C6ADF5BF;Unnamed
509DF248;Unnamed
04874546;Unnamed
93B64364;Unnamed
00058746;Force Blaster
BA548E5F;Force Blaster GX
2C648928;Unnamed
376F4547;Str. Talisman
6ED10345;Def. Talisman
59BBC144;Spirit Talisman
DCAD8E41;Speed Talisman
B8549448;Unnamed
8F3E5649;Unnamed
65623B7E;Unnamed
EBC74C40;Unnamed
B2790A42;Purifying Pole
8513C843;Unnamed
5208F97F;Mushroom
E859F026;Mushroom
7E69F791;Mushroom
DDFC930F;Mushroom
4BCC9478;Mushroom
F19D9D21;Mushroom
39AB2EBA;Unnamed
FAF80391;Unnamed
BBC91888;Unnamed
2DF91F01;Unnamed
7C5F5947;Unnamed
3D6E425E;Unnamed
679673AD;Unnamed
A62B8155;Unnamed
05BEE54B;Unnamed
CC638E0F;Unnamed
FFCC206A;Unnamed
137A925B;Unnamed
D398AA23;Unnamed
E4F26822;Unnamed
FE3D6F15;Unnamed
A0003222;Unnamed
59568E34;Unnamed
EF2D3303;Unnamed
A0C9FA2D;Unnamed
03F91D95;Unnamed
ACD6DA21;Unnamed
495F1D81;Unnamed
9CA6AB1D;Unnamed
6B1BD543;Unnamed
5EBEB62A;Unnamed
26F7A284;Unnamed
2A2ACE5A;Unnamed
BB37714A;Unnamed
B7EA1D14;Unnamed
2D07763D;Unnamed
D14ADC5A;Unnamed
477ADB2D;Unnamed
FD2BD2B4;Unnamed
5263DA74;Unnamed
4E29EB0B;Unnamed
C453DD03;Unnamed
7E02D49A;Unnamed
E832D32D;Unnamed
5FF58636;Unnamed
4BA7B773;Unnamed
E5A48FAF;Unnamed
24B2B584;Unnamed
B282B213;Unnamed
08D3BB6A;Unnamed
9EE3BC1D;Unnamed
3D76D883;Unnamed
AB46DF14;Unnamed
1117D66D;Unnamed
8727D11A;Unnamed
570B7593;Unnamed
B8EC492A;Unnamed
2EDC4E9D;Unnamed
3ABD930B;Unnamed
AC8D948C;Unnamed
FB149B9F;Unnamed
CEB1F876;Unnamed
5881FF01;Unnamed
E2D0F698;Unnamed
74E0F12F;Unnamed
E5FD4E7F;Unnamed
73CD4908;Unnamed
1426B85A;Unnamed
8216BF2D;Unnamed
3847B6B4;Unnamed
AE77B143;Unnamed
0DE2D55D;Unnamed
7976ADAD;Unnamed
EF46AA5A;Unnamed
4CD3CE44;Unnamed
DAE3C933;Unnamed
60B2C0AA;Unnamed
F682C75D;Unnamed
679F784D;Unnamed
9281E20C;Unnamed
04B1E57B;Unnamed
18E1F956;Unnamed
8ED1FEA1;Unnamed
A2B0F04F;Unnamed
01259451;Unnamed
2D449A3F;Unnamed
BB749D48;Unnamed
40148F48;Unnamed
D62488BF;Unnamed
76357D55;Unnamed
E0057AA2;Unnamed
CC64744C;Unnamed
6FF11052;Unnamed
F9C117A5;Unnamed
F3233250;Unnamed
E828FE3F;Unnamed
1203DCA3;Unnamed
AA9D7452;Unnamed
A0B0EA58;Unnamed
8CD1E436;Unnamed
1AE1E341;Unnamed
B974875F;Unnamed
2F4480A8;Unnamed
92383156;Unnamed
040836A1;Unnamed
77B1F6B6;Unnamed
CDE0FF2F;Unnamed
D4249228;Unnamed
D3092A4F;Unnamed
45392DB8;Unnamed
B4E2DB9D;Unnamed
AD26B69A;Unnamed
1777BF03;Unnamed
105A0724;Unnamed
7A27AA14;Unnamed
CFE0E5B8;Unnamed
2A692258;Unnamed
5646A41A;Unnamed
C076A36D;Unnamed
1B656822;Unnamed
8D556F55;Unnamed
2EC00B4B;Unnamed
516B1C05;Unnamed
00CD5A45;Unnamed
E5449DA5;Unnamed
73749A52;Unnamed
C925934B;Unnamed
